Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
37047,20120112:0800,16.9,24,8.5,24,-,-,-,-,-,D
37047,20120113:0800,12.9,24,8.7,24,-,-,-,-,-,D
37047,20120114:0800,11.7,24,3.5,24,-,-,-,-,-,D
37047,20120115:0800,10.3,24,0.3,24,-,-,-,-,-,D
37047,20120116:0800,6.3,24,-0.8,24,-,-,-,-,-,D
37047,20120117:0800,11.9,24,1.9,24,-,-,-,-,-,D
37047,20120118:0800,15.0,24,5.4,24,-,-,-,-,-,D
37047,20120119:0800,15.6,24,7.9,24,-,-,-,-,-,D
37047,20120120:0800,13.5,24,3.7,24,-,-,-,-,-,D
37047,20120121:0800,11.0,24,3.0,24,-,-,-,-,-,D
37047,20120122:0800,11.2,24,0.9,24,-,-,-,-,-,D
37047,20120123:0800,7.6,24,0.0,24,-,-,-,-,-,D
37047,20120124:0800,11.1,24,1.9,24,-,-,-,-,-,D
37047,20120125:0800,20.2,24,1.5,24,-,-,-,-,-,D
37047,20120126:0800,17.2,24,7.9,24,-,-,-,-,-,D
37047,20120127:0800,11.6,24,-1.1,24,-,-,-,-,-,D
37047,20120128:0800,9.2,24,1.5,24,-,-,-,-,-,D
37047,20120129:0800,12.9,24,3.0,24,-,-,-,-,-,D
37047,20120130:0800,12.7,24,1.0,24,-,-,-,-,-,D
37047,20120131:0800,15.8,24,9.1,24,-,-,-,-,-,D
37047,20120201:0800,14.9,24,10.1,24,-,-,-,-,-,D
37047,20120202:0800,14.1,24,4.2,24,-,-,-,-,-,D
37047,20120203:0800,15.5,24,5.6,24,-,-,-,-,-,D
37047,20120204:0800,18.1,24,11.0,24,-,-,-,-,-,D
37047,20120205:0800,18.1,24,8.4,24,-,-,-,-,-,D
37047,20120206:0800,19.5,24,9.1,24,-,-,-,-,-,D
37047,20120207:0800,21.6,24,12.4,24,-,-,-,-,-,D
37047,20120208:0800,18.9,24,8.0,24,-,-,-,-,-,D
37047,20120209:0800,16.3,24,10.2,24,-,-,-,-,-,D
37047,20120210:0800,15.0,24,4.1,24,-,-,-,-,-,D
37047,20120211:0800,10.3,24,2.5,24,-,-,-,-,-,D
37047,20120212:0800,11.3,24,1.1,24,-,-,-,-,-,D
37047,20120213:0800,15.5,24,4.2,24,-,-,-,-,-,D
37047,20120214:0800,12.5,24,7.3,24,-,-,-,-,-,D
37047,20120215:0800,14.0,24,6.0,24,-,-,-,-,-,D
37047,20120216:0800,11.9,24,3.5,24,-,-,-,-,-,D
37047,20120217:0800,16.8,24,5.5,24,-,-,-,-,-,D
37047,20120218:0800,16.5,24,7.3,24,-,-,-,-,-,D
37047,20120219:0800,12.1,24,3.0,24,-,-,-,-,-,D
37047,20120220:0800,12.0,24,3.8,24,-,-,-,-,-,D
37047,20120221:0800,16.5,24,8.9,24,-,-,-,-,-,D
37047,20120222:0800,16.3,24,8.1,24,-,-,-,-,-,D
37047,20120223:0800,15.2,24,8.1,24,-,-,-,-,-,D
37047,20120224:0800,10.2,24,5.6,24,-,-,-,-,-,D
37047,20120225:0800,11.1,24,3.7,24,-,-,-,-,-,D
37047,20120226:0800,11.3,24,4.8,24,-,-,-,-,-,D
37047,20120227:0800,18.4,24,4.4,24,-,-,-,-,-,D
37047,20120228:0800,20.9,24,6.3,24,-,-,-,-,-,D
37047,20120229:0800,21.2,24,9.3,24,-,-,-,-,-,D
37047,20120301:0800,16.4,24,-0.5,24,-,-,-,-,-,D
37047,20120302:0800,8.5,24,0.0,24,-,-,-,-,-,D
37047,20120303:0800,8.4,24,1.9,24,-,-,-,-,-,D
37047,20120304:0800,7.2,24,2.1,24,-,-,-,-,-,D
37047,20120305:0800,14.2,24,5.0,24,-,-,-,-,-,D
37047,20120306:0800,13.4,24,8.6,24,-,-,-,-,-,D
37047,20120307:0800,15.8,24,5.7,24,-,-,-,-,-,D
37047,20120308:0800,6.5,24,0.7,24,-,-,-,-,-,D
37047,20120309:0800,16.7,24,2.7,24,-,-,-,-,-,D
37047,20120310:0800,18.8,24,6.0,24,-,-,-,-,-,D
37047,20120311:0800,15.6,24,8.6,24,-,-,-,-,-,D
37047,20120312:0800,8.6,24,2.7,24,-,-,-,-,-,D
37047,20120313:0800,12.3,24,-1.5,24,-,-,-,-,-,D
37047,20120314:0800,10.1,24,0.7,24,-,-,-,-,-,D
37047,20120315:0800,12.1,24,6.1,24,-,-,-,-,-,D
37047,20120316:0800,10.6,24,-0.4,24,-,-,-,-,-,D
37047,20120317:0800,15.8,24,0.5,24,-,-,-,-,-,D
37047,20120318:0800,14.9,24,8.2,24,-,-,-,-,-,D
37047,20120319:0800,10.7,24,3.1,24,-,-,-,-,-,D
37047,20120320:0800,10.5,24,0.3,24,-,-,-,-,-,D
37047,20120321:0800,17.5,24,2.9,24,-,-,-,-,-,D
37047,20120322:0800,21.3,24,4.7,24,-,-,-,-,-,D
37047,20120323:0800,15.0,24,4.1,24,-,-,-,-,-,D
37047,20120324:0800,13.6,24,7.2,24,-,-,-,-,-,D
37047,20120325:0800,11.7,24,1.1,24,-,-,-,-,-,D
37047,20120326:0800,5.2,24,-0.9,24,-,-,-,-,-,D
37047,20120327:0800,9.8,24,5.0,24,-,-,-,-,-,D
37047,20120328:0800,10.9,24,3.0,24,-,-,-,-,-,D
37047,20120329:0800,9.9,24,1.1,24,-,-,-,-,-,D
37047,20120330:0800,12.5,24,2.3,24,-,-,-,-,-,D
37047,20120331:0800,12.3,24,2.3,24,-,-,-,-,-,D
37047,20120401:0900,12.7,24,2.9,24,-,-,-,-,-,D
37047,20120402:0900,15.5,24,1.6,24,-,-,-,-,-,D
37047,20120403:0900,15.2,24,2.7,24,-,-,-,-,-,D
37047,20120404:0900,15.6,24,2.6,24,-,-,-,-,-,D
37047,20120405:0900,18.1,24,2.1,24,-,-,-,-,-,D
37047,20120406:0900,20.0,24,5.0,24,-,-,-,-,-,D
37047,20120407:0900,16.8,24,4.2,24,-,-,-,-,-,D
37047,20120408:0900,17.0,24,8.4,24,-,-,-,-,-,D
37047,20120409:0900,13.6,24,4.8,24,-,-,-,-,-,D
37047,20120410:0900,13.2,24,6.2,24,-,-,-,-,-,D
37047,20120411:0900,10.8,24,-1.7,24,-,-,-,-,-,D
37047,20120412:0900,6.7,24,-1.5,24,-,-,-,-,-,D
37047,20120413:0900,12.3,24,3.3,24,-,-,-,-,-,D
37047,20120414:0900,12.2,24,0.0,24,-,-,-,-,-,D
37047,20120415:0900,14.1,24,1.5,24,-,-,-,-,-,D
37047,20120416:0900,11.1,24,5.9,24,-,-,-,-,-,D
37047,20120417:0900,15.1,24,4.2,24,-,-,-,-,-,D
37047,20120418:0900,9.4,24,-1.5,24,-,-,-,-,-,D
37047,20120419:0900,10.7,24,-0.4,24,-,-,-,-,-,D
37047,20120420:0900,13.6,24,1.4,24,-,-,-,-,-,D
37047,20120421:0900,12.0,24,3.3,24,-,-,-,-,-,D
37047,20120422:0900,12.1,24,3.1,24,-,-,-,-,-,D
37047,20120423:0900,12.1,24,7.7,24,-,-,-,-,-,D
37047,20120424:0900,13.8,24,6.6,24,-,-,-,-,-,D
37047,20120425:0900,11.9,24,7.9,24,-,-,-,-,-,D
37047,20120426:0900,13.9,24,8.7,24,-,-,-,-,-,D
37047,20120427:0900,12.7,24,5.9,24,-,-,-,-,-,D
37047,20120428:0900,11.6,24,0.3,24,-,-,-,-,-,D
37047,20120429:0900,9.6,24,2.0,24,-,-,-,-,-,D
37047,20120430:0900,9.1,24,-1.3,24,-,-,-,-,-,D
37047,20120501:0900,3.3,24,-3.0,24,-,-,-,-,-,D
37047,20120502:0900,2.6,24,-2.0,24,-,-,-,-,-,D
37047,20120503:0900,9.0,24,-1.3,24,-,-,-,-,-,D
37047,20120504:0900,8.6,24,-0.8,24,-,-,-,-,-,D
37047,20120505:0900,9.1,24,1.9,24,-,-,-,-,-,D
37047,20120506:0900,7.9,24,0.0,24,-,-,-,-,-,D
37047,20120507:0900,12.1,24,0.4,24,-,-,-,-,-,D
37047,20120508:0900,10.5,24,5.9,24,-,-,-,-,-,D
37047,20120509:0900,9.0,24,4.5,24,-,-,-,-,-,D
37047,20120510:0900,7.5,24,5.0,24,-,-,-,-,-,D
37047,20120511:0900,7.5,24,1.6,24,-,-,-,-,-,D
37047,20120512:0900,8.0,24,0.4,24,-,-,-,-,-,D
37047,20120513:0900,5.9,24,1.8,24,-,-,-,-,-,D
37047,20120514:0900,5.8,24,2.0,24,-,-,-,-,-,D
37047,20120515:0900,6.8,24,-1.3,24,-,-,-,-,-,D
37047,20120516:0900,3.3,24,-1.9,24,-,-,-,-,-,D
37047,20120517:0900,2.1,24,-2.0,24,-,-,-,-,-,D
37047,20120518:0900,5.9,24,0.0,24,-,-,-,-,-,D
37047,20120519:0900,3.6,24,-3.9,24,-,-,-,-,-,D
37047,20120520:0900,3.6,24,-3.6,24,-,-,-,-,-,D
37047,20120521:0900,7.8,24,0.3,24,-,-,-,-,-,D
37047,20120522:0900,5.4,24,-1.6,24,-,-,-,-,-,D
37047,20120523:0900,7.7,24,2.3,24,-,-,-,-,-,D
37047,20120524:0900,8.8,24,5.1,24,-,-,-,-,-,D
37047,20120525:0900,8.8,24,0.7,24,-,-,-,-,-,D
37047,20120526:0900,8.5,24,0.3,24,-,-,-,-,-,D
37047,20120527:0900,9.8,24,5.8,24,-,-,-,-,-,D
37047,20120528:0900,7.2,24,0.0,24,-,-,-,-,-,D
37047,20120529:0900,0.3,24,-3.7,24,-,-,-,-,-,D
37047,20120530:0900,4.4,24,-2.2,24,-,-,-,-,-,D
37047,20120531:0900,6.4,24,-0.1,24,-,-,-,-,-,D
37047,20120601:0900,6.5,24,-1.1,24,-,-,-,-,-,D
37047,20120602:0900,7.2,24,-0.9,24,-,-,-,-,-,D
37047,20120603:0900,7.7,24,2.4,24,-,-,-,-,-,D
37047,20120604:0900,2.5,24,-2.6,24,-,-,-,-,-,D
37047,20120605:0900,6.2,24,-0.8,24,-,-,-,-,-,D
37047,20120606:0900,6.5,24,-4.5,24,-,-,-,-,-,D
37047,20120607:0900,-1.9,24,-7.1,24,-,-,-,-,-,D
37047,20120608:0900,3.5,24,-4.0,24,-,-,-,-,-,D
37047,20120609:0900,2.3,24,-1.0,24,-,-,-,-,-,D
37047,20120610:0900,3.6,24,-2.0,24,-,-,-,-,-,D
37047,20120611:0900,6.0,24,-0.5,24,-,-,-,-,-,D
37047,20120612:0900,2.4,24,-1.7,24,-,-,-,-,-,D
37047,20120613:0900,3.3,24,-1.0,24,-,-,-,-,-,D
37047,20120614:0900,4.4,24,-0.2,24,-,-,-,-,-,D
37047,20120615:0900,-0.1,24,-3.2,24,-,-,-,-,-,D
37047,20120616:0900,-0.4,24,-6.5,24,-,-,-,-,-,D
37047,20120617:0900,-3.1,24,-6.9,24,-,-,-,-,-,D
37047,20120618:0900,0.7,24,-4.6,24,-,-,-,-,-,D
37047,20120619:0900,1.7,24,-1.3,24,-,-,-,-,-,D
37047,20120620:0900,1.3,24,-3.2,24,-,-,-,-,-,D
37047,20120621:0900,3.5,24,-3.8,24,-,-,-,-,-,D
37047,20120622:0900,3.8,24,-3.7,24,-,-,-,-,-,D
37047,20120623:0900,8.6,24,3.4,24,-,-,-,-,-,D
37047,20120624:0900,6.9,24,-4.2,24,-,-,-,-,-,D
37047,20120625:0900,0.5,24,-4.4,24,-,-,-,-,-,D
37047,20120626:0900,0.7,24,-3.1,24,-,-,-,-,-,D
37047,20120627:0900,-0.5,24,-5.5,24,-,-,-,-,-,D
37047,20120628:0900,2.5,24,-2.5,24,-,-,-,-,-,D
37047,20120629:0900,1.8,24,-4.0,24,-,-,-,-,-,D
37047,20120630:0900,-0.7,24,-8.1,24,-,-,-,-,-,D
37047,20120701:0900,-3.6,24,-8.2,24,-,-,-,-,-,D
37047,20120702:0900,-3.3,24,-9.3,24,-,-,-,-,-,D
37047,20120703:0900,-4.0,24,-9.3,24,-,-,-,-,-,D
37047,20120704:0900,-4.1,24,-9.2,24,-,-,-,-,-,D
37047,20120705:0900,0.5,24,-9.4,24,-,-,-,-,-,D
37047,20120706:0900,1.0,24,-8.2,24,-,-,-,-,-,D
37047,20120707:0900,-0.6,24,-9.0,24,-,-,-,-,-,D
37047,20120708:0900,-2.1,24,-8.8,24,-,-,-,-,-,D
37047,20120709:0900,-3.0,24,-9.1,24,-,-,-,-,-,D
37047,20120710:0900,2.8,24,-6.1,24,-,-,-,-,-,D
37047,20120711:0900,5.0,24,-0.2,24,-,-,-,-,-,D
37047,20120712:0900,5.2,24,0.2,24,-,-,-,-,-,D
37047,20120713:0900,7.2,24,2.5,24,-,-,-,-,-,D
37047,20120714:0900,5.9,24,1.2,24,-,-,-,-,-,D
37047,20120715:0900,5.0,24,1.3,24,-,-,-,-,-,D
37047,20120716:0900,7.1,24,2.3,24,-,-,-,-,-,D
37047,20120717:0900,4.9,24,-1.9,24,-,-,-,-,-,D
37047,20120718:0900,6.5,24,1.6,24,-,-,-,-,-,D
37047,20120719:0900,5.9,24,3.8,24,-,-,-,-,-,D
37047,20120720:0900,6.3,24,-3.1,24,-,-,-,-,-,D
37047,20120721:0900,7.8,24,-2.2,24,-,-,-,-,-,D
37047,20120722:0900,4.6,24,0.2,24,-,-,-,-,-,D
37047,20120723:0900,2.9,24,-4.4,24,-,-,-,-,-,D
37047,20120724:0900,2.4,24,-5.7,24,-,-,-,-,-,D
37047,20120725:0900,3.5,24,-4.2,24,-,-,-,-,-,D
37047,20120726:0900,3.8,24,-4.5,24,-,-,-,-,-,D
37047,20120727:0900,5.5,24,-4.0,24,-,-,-,-,-,D
37047,20120728:0900,7.7,24,1.9,24,-,-,-,-,-,D
37047,20120729:0900,8.2,24,2.5,24,-,-,-,-,-,D
37047,20120730:0900,7.4,24,0.5,24,-,-,-,-,-,D
37047,20120731:0900,3.6,24,0.9,24,-,-,-,-,-,D
37047,20120801:0900,3.7,24,1.9,24,-,-,-,-,-,D
37047,20120802:0900,5.6,24,-4.2,24,-,-,-,-,-,D
37047,20120803:0900,6.9,24,-4.2,24,-,-,-,-,-,D
37047,20120804:0900,7.1,24,-3.0,24,-,-,-,-,-,D
37047,20120805:0900,8.9,24,-1.8,24,-,-,-,-,-,D
37047,20120806:0900,8.7,24,-1.7,24,-,-,-,-,-,D
37047,20120807:0900,6.8,24,-3.2,24,-,-,-,-,-,D
37047,20120808:0900,5.6,24,-2.8,24,-,-,-,-,-,D
37047,20120809:0900,4.3,24,-3.0,24,-,-,-,-,-,D
37047,20120810:0900,8.7,24,-3.9,24,-,-,-,-,-,D
37047,20120811:0900,6.3,24,-3.4,24,-,-,-,-,-,D
37047,20120812:0900,6.6,24,0.4,24,-,-,-,-,-,D
37047,20120813:0900,3.4,24,-0.1,24,-,-,-,-,-,D
37047,20120814:0900,2.8,24,-1.9,24,-,-,-,-,-,D
37047,20120815:0900,6.8,24,-1.3,24,-,-,-,-,-,D
37047,20120816:0900,7.9,24,-2.2,24,-,-,-,-,-,D
37047,20120817:0900,7.0,24,-1.9,24,-,-,-,-,-,D
37047,20120818:0900,9.4,24,-3.0,24,-,-,-,-,-,D
37047,20120819:0900,8.9,24,-3.2,24,-,-,-,-,-,D
37047,20120820:0900,7.6,24,-2.1,24,-,-,-,-,-,D
37047,20120821:0900,7.2,24,0.9,24,-,-,-,-,-,D
37047,20120822:0900,5.4,24,-4.9,24,-,-,-,-,-,D
37047,20120823:0900,7.0,24,-4.5,24,-,-,-,-,-,D
37047,20120824:0900,8.9,24,-1.1,24,-,-,-,-,-,D
37047,20120825:0900,8.9,24,5.6,24,-,-,-,-,-,D
37047,20120826:0900,7.9,24,3.2,24,-,-,-,-,-,D
37047,20120827:0900,6.4,24,0.4,24,-,-,-,-,-,D
37047,20120828:0900,4.8,24,-1.7,24,-,-,-,-,-,D
37047,20120829:0900,7.1,24,0.5,24,-,-,-,-,-,D
37047,20120830:0900,9.7,24,-0.1,24,-,-,-,-,-,D
37047,20120831:0900,11.2,24,-1.7,24,-,-,-,-,-,D
37047,20120901:0900,9.1,24,4.2,24,-,-,-,-,-,D
37047,20120902:0900,6.2,24,1.7,24,-,-,-,-,-,D
37047,20120903:0900,5.8,24,0.4,24,-,-,-,-,-,D
37047,20120904:0900,6.7,24,-0.8,24,-,-,-,-,-,D
37047,20120905:0900,5.1,24,-0.3,24,-,-,-,-,-,D
37047,20120906:0900,8.2,24,3.0,24,-,-,-,-,-,D
37047,20120907:0900,9.9,24,4.5,24,-,-,-,-,-,D
37047,20120908:0900,8.7,24,2.9,24,-,-,-,-,-,D
37047,20120909:0900,3.9,24,-1.1,24,-,-,-,-,-,D
37047,20120910:0900,2.2,24,-2.2,24,-,-,-,-,-,D
37047,20120911:0900,3.3,24,-3.1,24,-,-,-,-,-,D
37047,20120912:0900,0.3,24,-4.6,24,-,-,-,-,-,D
37047,20120913:0900,3.0,24,-3.2,24,-,-,-,-,-,D
37047,20120914:0900,5.7,24,1.8,24,-,-,-,-,-,D
37047,20120915:0900,4.5,24,-0.1,24,-,-,-,-,-,D
37047,20120916:0900,2.5,24,0.0,24,-,-,-,-,-,D
37047,20120917:0900,8.7,24,0.5,24,-,-,-,-,-,D
37047,20120918:0900,4.2,24,-3.6,24,-,-,-,-,-,D
37047,20120919:0900,6.5,24,-0.4,24,-,-,-,-,-,D
37047,20120920:0900,8.9,24,-0.5,24,-,-,-,-,-,D
37047,20120921:0900,4.0,24,-0.1,24,-,-,-,-,-,D
37047,20120922:0900,9.5,24,-1.0,24,-,-,-,-,-,D
37047,20120923:0900,10.6,24,1.4,24,-,-,-,-,-,D
37047,20120924:0900,11.9,24,0.0,24,-,-,-,-,-,D
37047,20120925:0900,11.3,24,4.5,24,-,-,-,-,-,D
37047,20120926:0900,12.9,24,3.2,24,-,-,-,-,-,D
37047,20120927:0900,8.5,24,0.2,24,-,-,-,-,-,D
37047,20120928:0900,9.9,24,-0.7,24,-,-,-,-,-,D
37047,20120929:0900,12.5,24,2.6,24,-,-,-,-,-,D
37047,20120930:0800,15.4,24,5.6,24,-,-,-,-,-,D
37047,20121001:0800,7.6,24,0.0,24,-,-,-,-,-,D
37047,20121002:0800,6.4,24,-1.8,24,-,-,-,-,-,D
37047,20121003:0800,10.2,24,0.0,24,-,-,-,-,-,D
37047,20121004:0800,6.5,24,-1.1,24,-,-,-,-,-,D
37047,20121005:0800,7.4,24,0.8,24,-,-,-,-,-,D
37047,20121006:0800,7.1,24,-3.0,24,-,-,-,-,-,D
37047,20121007:0800,1.7,24,-4.7,24,-,-,-,-,-,D
37047,20121008:0800,6.2,24,-1.7,24,-,-,-,-,-,D
37047,20121009:0800,4.2,24,0.4,24,-,-,-,-,-,D
37047,20121010:0800,6.5,24,0.9,24,-,-,-,-,-,D
37047,20121011:0800,9.4,24,2.6,24,-,-,-,-,-,D
37047,20121012:0800,8.8,24,1.1,24,-,-,-,-,-,D
37047,20121013:0800,5.8,24,0.3,24,-,-,-,-,-,D
37047,20121014:0800,1.3,24,-0.9,24,-,-,-,-,-,D
37047,20121015:0800,6.7,24,-0.2,24,-,-,-,-,-,D
37047,20121016:0800,6.0,24,-1.1,24,-,-,-,-,-,D
37047,20121017:0800,8.1,24,3.7,24,-,-,-,-,-,D
37047,20121018:0800,10.8,24,1.4,24,-,-,-,-,-,D
37047,20121019:0800,6.9,24,-1.6,24,-,-,-,-,-,D
37047,20121020:0800,5.3,24,-0.7,24,-,-,-,-,-,D
37047,20121021:0800,6.5,24,1.1,24,-,-,-,-,-,D
37047,20121022:0800,6.7,24,-1.7,24,-,-,-,-,-,D
37047,20121023:0800,4.6,24,-2.3,24,-,-,-,-,-,D
37047,20121024:0800,8.4,24,0.0,24,-,-,-,-,-,D
37047,20121025:0800,6.6,24,1.0,24,-,-,-,-,-,D
37047,20121026:0800,7.7,24,-1.9,24,-,-,-,-,-,D
37047,20121027:0800,9.1,24,2.2,24,-,-,-,-,-,D
37047,20121028:0800,10.9,24,1.9,24,-,-,-,-,-,D
37047,20121029:0800,12.3,24,0.6,24,-,-,-,-,-,D
37047,20121030:0800,16.5,24,3.6,24,-,-,-,-,-,D
37047,20121031:0800,15.4,24,5.6,24,-,-,-,-,-,D
37047,20121101:0800,14.0,24,6.8,24,-,-,-,-,-,D
37047,20121102:0800,11.8,24,8.0,24,-,-,-,-,-,D
37047,20121103:0800,12.2,24,-2.2,24,-,-,-,-,-,D
37047,20121104:0800,4.4,24,-3.4,24,-,-,-,-,-,D
37047,20121105:0800,8.0,24,-1.2,24,-,-,-,-,-,D
37047,20121106:0800,5.3,24,-2.5,24,-,-,-,-,-,D
37047,20121107:0800,9.3,24,-1.9,24,-,-,-,-,-,D
37047,20121108:0800,13.1,24,0.1,24,-,-,-,-,-,D
37047,20121109:0800,14.4,24,1.8,24,-,-,-,-,-,D
37047,20121110:0800,14.1,24,7.4,24,-,-,-,-,-,D
37047,20121111:0800,12.1,24,3.2,24,-,-,-,-,-,D
37047,20121112:0800,11.2,24,0.3,24,-,-,-,-,-,D
37047,20121113:0800,9.8,24,0.6,24,-,-,-,-,-,D
37047,20121114:0800,20.6,24,2.7,24,-,-,-,-,-,D
37047,20121115:0800,10.9,24,1.6,24,-,-,-,-,-,D
37047,20121116:0800,10.0,24,0.9,24,-,-,-,-,-,D
37047,20121117:0800,10.4,24,1.3,24,-,-,-,-,-,D
37047,20121118:0800,8.4,24,0.9,24,-,-,-,-,-,D
37047,20121119:0800,9.0,24,-1.1,24,-,-,-,-,-,D
37047,20121120:0800,11.3,24,-0.4,24,-,-,-,-,-,D
37047,20121121:0800,13.4,24,-0.2,24,-,-,-,-,-,D
37047,20121122:0800,15.4,24,2.5,24,-,-,-,-,-,D
37047,20121123:0800,14.1,24,1.9,24,-,-,-,-,-,D
37047,20121124:0800,9.7,24,0.9,24,-,-,-,-,-,D
37047,20121125:0800,14.2,24,5.5,24,-,-,-,-,-,D
37047,20121126:0800,11.8,24,3.6,24,-,-,-,-,-,D
37047,20121127:0800,13.8,24,1.0,24,-,-,-,-,-,D
37047,20121128:0800,12.4,24,1.6,24,-,-,-,-,-,D
37047,20121129:0800,10.7,24,3.0,24,-,-,-,-,-,D
37047,20121130:0800,10.6,24,-2.3,24,-,-,-,-,-,D
37047,20121201:0800,10.6,24,2.2,24,-,-,-,-,-,D
37047,20121202:0800,13.2,24,8.8,24,-,-,-,-,-,D
37047,20121203:0800,12.6,24,2.4,24,-,-,-,-,-,D
37047,20121204:0800,11.3,24,3.6,24,-,-,-,-,-,D
37047,20121205:0800,13.1,24,6.7,24,-,-,-,-,-,D
37047,20121206:0800,10.3,24,2.6,24,-,-,-,-,-,D
37047,20121207:0800,6.8,24,2.6,24,-,-,-,-,-,D
37047,20121208:0800,8.1,24,1.6,24,-,-,-,-,-,D
37047,20121209:0800,15.2,24,4.4,24,-,-,-,-,-,D
37047,20121210:0800,17.1,24,7.6,24,-,-,-,-,-,D
37047,20121211:0800,15.3,24,0.3,24,-,-,-,-,-,D
37047,20121212:0800,13.5,24,5.0,24,-,-,-,-,-,D
37047,20121213:0800,14.5,24,3.1,24,-,-,-,-,-,D
37047,20121214:0800,17.7,24,7.7,24,-,-,-,-,-,D
37047,20121215:0800,11.6,24,3.9,24,-,-,-,-,-,D
37047,20121216:0800,16.1,24,9.7,24,-,-,-,-,-,D
37047,20121217:0800,13.5,24,10.1,24,-,-,-,-,-,D
37047,20121218:0800,13.6,24,6.5,24,-,-,-,-,-,D
37047,20121219:0800,13.9,24,5.2,24,-,-,-,-,-,D
37047,20121220:0800,15.0,24,2.1,24,-,-,-,-,-,D
37047,20121221:0800,18.4,24,7.8,24,-,-,-,-,-,D
37047,20121222:0800,15.7,24,1.4,24,-,-,-,-,-,D
37047,20121223:0800,12.1,24,2.8,24,-,-,-,-,-,D
37047,20121224:0800,17.0,24,4.6,24,-,-,-,-,-,D
37047,20121225:0800,21.9,24,7.6,24,-,-,-,-,-,D
37047,20121226:0800,22.9,24,7.6,24,-,-,-,-,-,D
37047,20121227:0800,14.1,24,4.8,24,-,-,-,-,-,D
37047,20121228:0800,17.2,24,5.7,24,-,-,-,-,-,D
37047,20121229:0800,19.0,24,7.3,24,-,-,-,-,-,D
37047,20121230:0800,16.0,24,6.3,24,-,-,-,-,-,D
37047,20121231:0800,11.6,24,1.8,24,-,-,-,-,-,D
37047,20130101:0800,9.7,24,4.6,24,-,-,-,-,-,D
37047,20130102:0800,11.5,24,8.0,24,-,-,-,-,-,D
37047,20130103:0800,9.7,24,-0.4,24,-,-,-,-,-,D
37047,20130104:0800,7.7,24,2.5,24,-,-,-,-,-,D
37047,20130105:0800,13.5,24,6.7,24,-,-,-,-,-,D
37047,20130106:0800,24.3,24,10.4,24,-,-,-,-,-,D
37047,20130107:0800,19.5,24,4.1,24,-,-,-,-,-,D
37047,20130108:0800,10.0,24,1.1,24,-,-,-,-,-,D
37047,20130109:0800,12.5,24,5.1,24,-,-,-,-,-,D
37047,20130110:0800,13.2,24,4.7,24,-,-,-,-,-,D
37047,20130111:0800,8.1,24,4.3,24,-,-,-,-,-,D
37047,20130112:0800,11.8,24,6.4,24,-,-,-,-,-,D
37047,20130113:0800,16.7,24,11.8,24,-,-,-,-,-,D
37047,20130114:0800,18.7,24,7.6,24,-,-,-,-,-,D
37047,20130115:0800,14.1,24,3.5,24,-,-,-,-,-,D
37047,20130116:0800,13.2,24,3.8,24,-,-,-,-,-,D
37047,20130117:0800,12.6,24,0.9,24,-,-,-,-,-,D
37047,20130118:0800,10.3,24,-0.6,24,-,-,-,-,-,D
37047,20130119:0800,11.8,24,3.4,24,-,-,-,-,-,D
37047,20130120:0800,14.7,24,4.7,24,-,-,-,-,-,D
37047,20130121:0800,10.0,24,1.5,24,-,-,-,-,-,D
37047,20130122:0800,17.2,24,4.9,24,-,-,-,-,-,D
37047,20130123:0800,20.8,24,10.7,24,-,-,-,-,-,D
37047,20130124:0800,16.0,24,4.9,24,-,-,-,-,-,D
37047,20130125:0800,12.3,24,3.2,24,-,-,-,-,-,D
37047,20130126:0800,20.7,24,5.5,24,-,-,-,-,-,D
37047,20130127:0800,21.3,24,7.3,24,-,-,-,-,-,D
37047,20130128:0800,22.7,24,7.6,24,-,-,-,-,-,D
37047,20130129:0800,23.6,24,7.1,24,-,-,-,-,-,D
37047,20130130:0800,21.9,24,8.2,24,-,-,-,-,-,D
37047,20130131:0800,23.2,24,12.1,24,-,-,-,-,-,D
37047,20130201:0800,20.7,24,10.2,24,-,-,-,-,-,D
37047,20130202:0800,21.6,24,7.2,24,-,-,-,-,-,D
37047,20130203:0800,18.7,24,11.0,24,-,-,-,-,-,D
37047,20130204:0800,15.8,24,9.9,24,-,-,-,-,-,D
37047,20130205:0800,12.5,24,1.6,24,-,-,-,-,-,D
37047,20130206:0800,9.7,24,2.2,24,-,-,-,-,-,D
37047,20130207:0800,15.2,24,4.6,24,-,-,-,-,-,D
37047,20130208:0800,17.5,24,3.2,24,-,-,-,-,-,D
37047,20130209:0800,16.1,24,9.6,24,-,-,-,-,-,D
37047,20130210:0800,15.8,24,11.9,24,-,-,-,-,-,D
37047,20130211:0800,18.7,24,7.1,24,-,-,-,-,-,D
37047,20130212:0800,14.5,24,3.6,24,-,-,-,-,-,D
37047,20130213:0800,13.4,24,1.3,24,-,-,-,-,-,D
37047,20130214:0800,10.6,24,4.2,24,-,-,-,-,-,D
37047,20130215:0800,14.8,24,6.9,24,-,-,-,-,-,D
37047,20130216:0800,14.7,24,7.1,24,-,-,-,-,-,D
37047,20130217:0800,17.8,24,4.4,24,-,-,-,-,-,D
37047,20130218:0800,20.0,24,3.9,24,-,-,-,-,-,D
37047,20130219:0800,23.0,24,7.2,24,-,-,-,-,-,D
